1	1	3	2	1	0
2	1	4	3	1	0
3	1	5	4	1	0
4	1	6	5	1	0
5	1	7	6	1	0
6	1	8	7	1	0
7	1	9	8	1	0
8	1	10	9	1	0
9	1	11	10	1	0
10	1	12	11	1	0
11	1	13	12	1	0
12	1	14	13	1	0
13	1	15	14	1	0
14	1	16	15	1	0
15	1	17	16	1	0
16	1	18	17	1	0
17	1	19	18	1	0
18	1	20	19	1	0
19	1	21	20	1	0
20	1	2	21	1	0
21	2	3	22	1	0
22	3	23	22	1	0
23	3	4	23	1	0
24	4	24	23	1	0
25	4	5	24	1	0
26	5	25	24	1	0
27	5	6	25	1	0
28	6	26	25	1	0
29	6	7	26	1	0
30	7	27	26	1	0
31	7	8	27	1	0
32	8	28	27	1	0
33	8	9	28	1	0
34	9	29	28	1	0
35	9	10	29	1	0
36	10	30	29	1	0
37	10	11	30	1	0
38	11	31	30	1	0
39	11	12	31	1	0
40	12	32	31	1	0
41	12	13	32	1	0
42	13	33	32	1	0
43	13	14	33	1	0
44	14	34	33	1	0
45	14	15	34	1	0
46	15	35	34	1	0
47	15	16	35	1	0
48	16	36	35	1	0
49	16	17	36	1	0
50	17	37	36	1	0
51	17	18	37	1	0
52	18	38	37	1	0
53	18	19	38	1	0
54	19	39	38	1	0
55	19	20	39	1	0
56	20	40	39	1	0
57	20	21	40	1	0
58	21	41	40	1	0
59	21	2	41	1	0
60	2	22	41	1	0
61	22	23	42	1	0
62	23	43	42	1	0
63	23	24	43	1	0
64	24	44	43	1	0
65	24	25	44	1	0
66	25	45	44	1	0
67	25	26	45	1	0
68	26	46	45	1	0
69	26	27	46	1	0
70	27	47	46	1	0
71	27	28	47	1	0
72	28	48	47	1	0
73	28	29	48	1	0
74	29	49	48	1	0
75	29	30	49	1	0
76	30	50	49	1	0
77	30	31	50	1	0
78	31	51	50	1	0
79	31	32	51	1	0
80	32	52	51	1	0
81	32	33	52	1	0
82	33	53	52	1	0
83	33	34	53	1	0
84	34	54	53	1	0
85	34	35	54	1	0
86	35	55	54	1	0
87	35	36	55	1	0
88	36	56	55	1	0
89	36	37	56	1	0
90	37	57	56	1	0
91	37	38	57	1	0
92	38	58	57	1	0
93	38	39	58	1	0
94	39	59	58	1	0
95	39	40	59	1	0
96	40	60	59	1	0
97	40	41	60	1	0
98	41	61	60	1	0
99	41	22	61	1	0
100	22	42	61	1	0
101	42	43	62	1	0
102	43	63	62	1	0
103	43	44	63	1	0
104	44	64	63	1	0
105	44	45	64	1	0
106	45	65	64	1	0
107	45	46	65	1	0
108	46	66	65	1	0
109	46	47	66	1	0
110	47	67	66	1	0
111	47	48	67	1	0
112	48	68	67	1	0
113	48	49	68	1	0
114	49	69	68	1	0
115	49	50	69	1	0
116	50	70	69	1	0
117	50	51	70	1	0
118	51	71	70	1	0
119	51	52	71	1	0
120	52	72	71	1	0
121	52	53	72	1	0
122	53	73	72	1	0
123	53	54	73	1	0
124	54	74	73	1	0
125	54	55	74	1	0
126	55	75	74	1	0
127	55	56	75	1	0
128	56	76	75	1	0
129	56	57	76	1	0
130	57	77	76	1	0
131	57	58	77	1	0
132	58	78	77	1	0
133	58	59	78	1	0
134	59	79	78	1	0
135	59	60	79	1	0
136	60	80	79	1	0
137	60	61	80	1	0
138	61	81	80	1	0
139	61	42	81	1	0
140	42	62	81	1	0
141	62	63	82	1	0
142	63	83	82	1	0
143	63	64	83	1	0
144	64	84	83	1	0
145	64	65	84	1	0
146	65	85	84	1	0
147	65	66	85	1	0
148	66	86	85	1	0
149	66	67	86	1	0
150	67	87	86	1	0
151	67	68	87	1	0
152	68	88	87	1	0
153	68	69	88	1	0
154	69	89	88	1	0
155	69	70	89	1	0
156	70	90	89	1	0
157	70	71	90	1	0
158	71	91	90	1	0
159	71	72	91	1	0
160	72	92	91	1	0
161	72	73	92	1	0
162	73	93	92	1	0
163	73	74	93	1	0
164	74	94	93	1	0
165	74	75	94	1	0
166	75	95	94	1	0
167	75	76	95	1	0
168	76	96	95	1	0
169	76	77	96	1	0
170	77	97	96	1	0
171	77	78	97	1	0
172	78	98	97	1	0
173	78	79	98	1	0
174	79	99	98	1	0
175	79	80	99	1	0
176	80	100	99	1	0
177	80	81	100	1	0
178	81	101	100	1	0
179	81	62	101	1	0
180	62	82	101	1	0
181	82	83	102	1	0
182	83	103	102	1	0
183	83	84	103	1	0
184	84	104	103	1	0
185	84	85	104	1	0
186	85	105	104	1	0
187	85	86	105	1	0
188	86	106	105	1	0
189	86	87	106	1	0
190	87	107	106	1	0
191	87	88	107	1	0
192	88	108	107	1	0
193	88	89	108	1	0
194	89	109	108	1	0
195	89	90	109	1	0
196	90	110	109	1	0
197	90	91	110	1	0
198	91	111	110	1	0
199	91	92	111	1	0
200	92	112	111	1	0
201	92	93	112	1	0
202	93	113	112	1	0
203	93	94	113	1	0
204	94	114	113	1	0
205	94	95	114	1	0
206	95	115	114	1	0
207	95	96	115	1	0
208	96	116	115	1	0
209	96	97	116	1	0
210	97	117	116	1	0
211	97	98	117	1	0
212	98	118	117	1	0
213	98	99	118	1	0
214	99	119	118	1	0
215	99	100	119	1	0
216	100	120	119	1	0
217	100	101	120	1	0
218	101	121	120	1	0
219	101	82	121	1	0
220	82	102	121	1	0
221	102	103	122	1	0
222	103	123	122	1	0
